기간,회사,스펙,학교_원문,학교_분류,학과_원문,학과_계열,자격증,기타자격증,인턴,기타
2020 하반기,한국교통안전공단,"전주대 / 기계자동차공학과 / 학점 4.07 / 토익: 600 / 사회생활 경험: 현장실습6개월 / 컴퓨터활용능력: 1급, 기타: 일반기계기사",전주대,지방대,기계자동차공학과,공학,TOEIC 600,"컴퓨터활용능력: 1급, 기타: 일반기계기사",,사회생활 경험: 현장실습6개월
2016 상반기,KT,,,기타,,,,,,
2019 하반기,부산광역시자원봉사센터,"부산대학교 / 학점 3.3 / 토스 lv6 / 국민건강보험공단 2개월 인턴, 정보처리기능사",부산대학교,지방대,학점 3.3,기타,,"국민건강보험공단 2개월 인턴, 정보처리기능사","국민건강보험공단 2개월 인턴, 정보처리기능사",토스 lv6
2019 하반기,부산항만공사,"부경대학교 / 학점 3.69 / 토익 840, 토스 Lv6, 무역영어 1급, hsk 5급 / 부산국제영화제 자원봉사 2017, 아름다운가게 자원봉사 2012 (1주일 이하), 코레일 체험형인턴 (2018년 하반기), 코레일 유통 체험형인턴(2019 2개월), 컴퓨터활용능력 1급, 물류관리사, 유통관리사2급, 한국사 고급 1급",부경대학교,지방대,학점 3.69,기타,"TOEIC 840, HSK 5급","부산국제영화제 자원봉사 2017, 아름다운가게 자원봉사 2012 (1주일 이하), 코레일 체험형인턴 (2018년 하반기), 코레일 유통 체험형인턴(2019 2개월), 컴퓨터활용능력 1급, 물류관리사, 유통관리사2급, 한국사 고급 1급","부산국제영화제 자원봉사 2017, 아름다운가게 자원봉사 2012 (1주일 이하), 코레일 체험형인턴 (2018년 하반기), 코레일 유통 체험형인턴(2019 2개월), 컴퓨터활용능력 1급, 물류관리사, 유통관리사2급, 한국사 고급 1급",
2016 하반기,서브원,학점 3.97 / 토익 800 / 인턴 1회,학점 3.97,기타,토익 800,기타,TOEIC 800,,인턴 1회,
2020 하반기,GS리테일,"건국대 / 국제무역학과 / 학점 4.36/4.5 / 토익: 975, 오픽: IH / 사회생활 경험: aT한국농수산식품유통공사 3개월 / 무역관련프로그램1회, 무역관련공모전1회, 봉사활동60시간 / 한국사검정시험: 고급, 컴퓨터활용능력: 2급, 기타: 물류관리사, 국제무역사1급, 무역영어 1급",건국대,인서울,국제무역학과,경영경제,"TOEIC 975, OPIc IH","한국사검정시험: 고급, 컴퓨터활용능력: 2급, 기타: 물류관리사, 국제무역사1급, 무역영어 1급",,"사회생활 경험: aT한국농수산식품유통공사 3개월 / 무역관련프로그램1회, 무역관련공모전1회, 봉사활동60시간"
2019 상반기,SK하이닉스,수도권 4년제 / 기계 / 학점 4.16 / 토익 875 / 공모전 19회,수도권 4년제,기타,기계,공학,TOEIC 875,,,공모전 19회
2018 상반기,롯데홈쇼핑,동국대 / 인문계열 / 학점 3.6 / 토익 800,동국대,인서울,인문계열,기타,TOEIC 800,,,
2022 상반기,kt서비스남부,"중앙대 / 통계 / 학점 3.89/4.5 / 토익: , 토익스피킹: , 오픽: , 기타: / 사회생활 경험: / 한국사검정시험: 고급, 컴퓨터활용능력: 1급, 기타:",중앙대,인서울,통계,IT컴퓨터,토익스피킹 ,"한국사검정시험: 고급, 컴퓨터활용능력: 1급, 기타:",,사회생활 경험:
2021 상반기,탑솔라 주식회사,"조선대학교 / 경제학과 / 학점 4.0 / 토익: , 토익스피킹: 레벨6, 오픽: , 기타: / 사회생활 경험: / 한국사검정시험: 고급, 컴퓨터활용능력: 1급, 기타: 워드프로세서 전산세무2급 전산회계1급 재경관리사",조선대학교,지방대,경제학과,경영경제,토익스피킹 레벨6,"한국사검정시험: 고급, 컴퓨터활용능력: 1급, 기타: 워드프로세서 전산세무2급 전산회계1급 재경관리사",,사회생활 경험:
2016 상반기,현대제철,서울중위권 / 산공 / 학점 3점대 / 토스 Lv.6 / 인턴 1회 대외활동 2회,서울중위권,기타,산공,기타,,,인턴 1회 대외활동 2회,토스 Lv.6
2020 하반기,한국감정원,"국숭세단 / 건축공학과 / 학점 3.1 / 토익: 755 / 한국사검정시험: 고급, 기타: 건축기사",국숭세단,인서울,건축공학과,공학,TOEIC 755,"한국사검정시험: 고급, 기타: 건축기사",,
2018 하반기,한국고용정보원,"인천대학교 / 학점 4.07 / 토익 835 / 정부부처 기자단(2015, 2016), 은행 홍보대사(2015~2016), 학과 학술제 입상(2015, 2016), 소모임 회장(2016), 컨설팅회사 인턴(2017 상반기), 아르바이트(2017 하반기), 교내 공모대회 입상(2017), 공항 현장실습(2개월), 컴퓨터활용능력 1급, 전산회계 1급",인천대학교,지방대,학점 4.07,기타,TOEIC 835,"정부부처 기자단(2015, 2016), 은행 홍보대사(2015~2016), 학과 학술제 입상(2015, 2016), 소모임 회장(2016), 컨설팅회사 인턴(2017 상반기), 아르바이트(2017 하반기), 교내 공모대회 입상(2017), 공항 현장실습(2개월), 컴퓨터활용능력 1급, 전산회계 1급","정부부처 기자단(2015, 2016), 은행 홍보대사(2015~2016), 학과 학술제 입상(2015, 2016), 소모임 회장(2016), 컨설팅회사 인턴(2017 상반기), 아르바이트(2017 하반기), 교내 공모대회 입상(2017), 공항 현장실습(2개월), 컴퓨터활용능력 1급, 전산회계 1급",
2015 하반기,쿠팡,"한양대 ERICA / 컴퓨터공학과 / 학점 3.85 / 토익 780, 오픽 IM2 / 사회봉사 1회, 공모전 1회, 정보처리기사",한양대 ERICA,인서울,컴퓨터공학과,공학,"TOEIC 780, OPIc IM2","사회봉사 1회, 공모전 1회, 정보처리기사",,
2020 하반기,효성화학,"SKY / 화공생명공학부 / 학점 3.8/4.5 / 토익: 850, 토익스피킹: 140 / 컴퓨터활용능력: 2급, 기타: 화공기사",SKY,기타,화공생명공학부,공학,"TOEIC 850, 토익스피킹 140 / 컴퓨터활용능력: 2급","컴퓨터활용능력: 2급, 기타: 화공기사",,
2022 상반기,한국토지주택공사,"지거국 / 경영학과 / 학점 3.28 / 토익: 860 / 국민은행 디지털서포터즈 우수자, 교내 회계사례연구조사 대회 우수상 수상",지거국,지방대,경영학과,경영경제,TOEIC 860,"국민은행 디지털서포터즈 우수자, 교내 회계사례연구조사 대회 우수상 수상",,
2020 하반기,가스안전공사,"충북대학교 / 경영 / 학점 3.4 / 토익: 885, 오픽: ih / 한국사검정시험: 고급, 컴퓨터활용능력: 1급",충북대학교,지방대,경영,경영경제,"TOEIC 885, OPIc ih","한국사검정시험: 고급, 컴퓨터활용능력: 1급",,
2024 하반기,포스코,"성균관대학교 / 전자전기공학 / 학점 4.12/4.5 / 오픽: IH / 학부연구생 1년 / 컴퓨터활용능력: 1급, ADsP , Sci 공저자 1편, 특허출원 1건",성균관대학교,인서울,전자전기공학,공학,OPIc IH,"컴퓨터활용능력: 1급, ADsP , Sci 공저자 1편, 특허출원 1건",,학부연구생 1년
2020 상반기,lh토지주택공사,"광주대학교 / 학점 3.2 / cs/사무업무 한국마사회 pa직원, cs/사무업무 금강서적 사무원, 학교교육 데이터베이스구축검색실습, 2018년도1학기 직업훈련 swdo해외과정, 2019년도1학기 학교교육 문화기획론, 워드프로세서3급, 한국사3급, 국사편찬위원회, 소방안전관리자2급, 1종보통운전면허",광주대학교,지방대,학점 3.2,기타,,"cs/사무업무 한국마사회 pa직원, cs/사무업무 금강서적 사무원, 학교교육 데이터베이스구축검색실습, 2018년도1학기 직업훈련 swdo해외과정, 2019년도1학기 학교교육 문화기획론, 워드프로세서3급, 한국사3급, 국사편찬위원회, 소방안전관리자2급, 1종보통운전면허",,
2015 상반기,현대오일뱅크,"서성한 / 경제학과 / 학점 3.92 / 토익스피킹 170, 토익 930 / 봉사활동, 동아리부회장, 교환학생",서성한,인서울,경제학과,경영경제,"TOEIC 930, 토익스피킹 170",,,"봉사활동, 동아리부회장, 교환학생"
2018 하반기,한국자산관리공사,서성한 / 학점 3.0 / 토익 705 / 컴퓨터활용능력 2급,서성한,인서울,학점 3.0,기타,TOEIC 705,컴퓨터활용능력 2급,,
2015 하반기,LS산전,"중경외시 / 전자전기 / 학점 3.중반대 / 토익 910, 토스 7 / 포스코 인턴, 공모전 2회참가(입상 못함), 봉사활동 2회",중경외시,인서울,전자전기,공학,TOEIC 910,,"포스코 인턴, 공모전 2회참가(입상 못함), 봉사활동 2회",
2020 하반기,한국전력공사,"계명대 / 세무학과 / 학점 3.4 / 토익: 795, 기타: JPT 865 / true / 한국사검정시험: 고급, 컴퓨터활용능력: 1급",계명대,지방대,세무학과,경영경제,TOEIC 795,"세무학과 / 한국사검정시험: 고급, 컴퓨터활용능력: 1급",,true
2018 하반기,CJ올리브네트웍스,중어중국학과 / 학점 3.8 / hsk 5급 / 올리브영 알바,중어중국학과,해외대,학점 3.8,기타,"HSK 5급, hsk 5급",,,올리브영 알바
2021 상반기,한국주택도시보증공사,"지거국 / 경영학부 / 학점 3.4 / 토익: 720, 토익스피킹: , 오픽: , 기타: / 사회생활 경험: 무 / 무 / 한국사검정시험: , 컴퓨터활용능력: , 기타:",지거국,지방대,경영학부,경영경제,"TOEIC 720, 토익스피킹 ","한국사검정시험: , 컴퓨터활용능력: , 기타:",,사회생활 경험: 무 / 무
2021 하반기,GM테크니컬센터코리아,"홍익대학교(서울) / 기계시스템디자인공학과 / 학점 3.9/4.5 / 토익: , 토익스피킹: , 오픽: IH, 기타: / 사회생활 경험: / 한국사검정시험: , 컴퓨터활용능력: 1급, 기타: 3D 프린팅모델링자격 1급",홍익대학교(서울),인서울,기계시스템디자인공학과,공학,"OPIc IH, 토익스피킹 ","한국사검정시험: , 컴퓨터활용능력: 1급, 기타: 3D 프린팅모델링자격 1급",,사회생활 경험:
2018 하반기,진에어,,,기타,,,,,,
2020 상반기,사립학교교직원연금공단,중경외시 / 건축 / 학점 3.5,중경외시,인서울,건축,공학,,,,
2021 상반기,보건복지인력개발원,"지방사립대 / 국제의료경영학과 / 학점 2.71/4.5 / 토익: , 토익스피킹: , 오픽: IM2, 기타: / 사회생활 경험: 한국산업기술평가관리원 정책총괄팀 인턴 / 대외활동 10회 / 한국사검정시험: , 컴퓨터활용능력: , 기타: CS강사자격증, BLS Provider",지방사립대,지방대,국제의료경영학과,경영경제,"OPIc IM2, 토익스피킹 ","한국사검정시험: , 컴퓨터활용능력: , 기타: CS강사자격증, BLS Provider",사회생활 경험: 한국산업기술평가관리원 정책총괄팀 인턴,대외활동 10회
2019 상반기,셀트리온,SKY / 경영 / 학점 3.04 / 토익 935 / 대기업 경력직,SKY,기타,경영,경영경제,TOEIC 935,,,대기업 경력직
2020 상반기,산업단지공단,"성결대 / 행정학 / 학점 3.8 / 한국사검정시험: 고급, 컴퓨터활용능력: 1급, 기타: 워드",성결대,지방대,행정학,사회과학,,"한국사검정시험: 고급, 컴퓨터활용능력: 1급, 기타: 워드",,
2018 하반기,현대자동차,"서울 중상위 / 전자전기공학부 / 학점 3.4 / 토스 레벨 6 / 교내 연구실 학부 인턴 참여, 교내 수상 2회",서울 중상위,기타,전자전기공학부,공학,,,"교내 연구실 학부 인턴 참여, 교내 수상 2회",토스 레벨 6
2021 상반기,일신건영(주),"서울 4년제 / 산업경영공학/부동산학 / 학점 3.56/4.5 / 토익: 730, 토익스피킹: , 오픽: , 기타: / 사회생활 경험: 부동산 마케팅 회사 6개월 인턴 / 영어회화동아리 4년 / 한국사검정시험: , 컴퓨터활용능력: , 기타: 공인중개사",서울 4년제,기타,산업경영공학/부동산학,경영경제,"TOEIC 730, 토익스피킹 ","한국사검정시험: , 컴퓨터활용능력: , 기타: 공인중개사",사회생활 경험: 부동산 마케팅 회사 6개월 인턴,영어회화동아리 4년
2018 하반기,코오롱글로텍,,,기타,,,,,,
2018 상반기,현대자동차,전자전기 / 학점 3.8,전자전기,기타,학점 3.8,기타,,,,
2021 하반기,GE헬스케어,지방사립대 / 국제의료경영학과 / 학점 2.71 / IM2 / 대외활동 10회 수상경력 5회 / 인턴2회,지방사립대,지방대,국제의료경영학과,경영경제,,,인턴2회,IM2 / 대외활동 10회 수상경력 5회
2018 상반기,SKC,"성균관대학교 / 상경 / 학점 3.85 / 토익950, 토익스피킹 레벨 7 / 인턴 1회, 대외활동 1회, 학회 2회, 공모전 X",성균관대학교,인서울,상경,기타,"TOEIC 950, 토익스피킹 레벨 7 / 인턴 1회",,"인턴 1회, 대외활동 1회, 학회 2회, 공모전 X",
2020 상반기,하남도시공사,"충남대 / 기계설계공학 / 학점 3.46 / 토익: 745 / 사회생활 경험: 가스안전공사 인턴 5개월, 콘티넨탈오토모티브 인턴 6개월 / 한국사검정시험: 고급, 기타: 일반기계기사",충남대,지방대,기계설계공학,공학,TOEIC 745,"한국사검정시험: 고급, 기타: 일반기계기사","사회생활 경험: 가스안전공사 인턴 5개월, 콘티넨탈오토모티브 인턴 6개월",
2018 상반기,현대오일뱅크,"서울 4년제 / 사회과학계열 / 학점 3.3 / 토익 950 / 해외 인턴 1년, 외국계 벤더 회사 1년",서울 4년제,기타,사회과학계열,사회과학,TOEIC 950,,"해외 인턴 1년, 외국계 벤더 회사 1년",
2019 하반기,한국수자원공사,"경북대학교 / 학점 3.32 / 토익 715, 토스 lv 6 / 경북대학교 이종격투기 동아리 회장 (12개월), 해외자원봉사 태권도교육 팀장 (2개월), 컴퓨터활용능력 2급, 한국사검정능력시험 2급",경북대학교,지방대,학점 3.32,기타,TOEIC 715,"경북대학교 이종격투기 동아리 회장 (12개월), 해외자원봉사 태권도교육 팀장 (2개월), 컴퓨터활용능력 2급, 한국사검정능력시험 2급",,
2021 상반기,한국철도공사(코레일),"군산대 / 전기공학과 / 학점 4.3/4.5 / 토익: , 토익스피킹: 140/레벨6, 오픽: , 기타: / 사회생활 경험: / 한국사검정시험: 고급, 컴퓨터활용능력: 1급, 기타: 전기기사, 전기공사기사",군산대,지방대,전기공학과,공학,토익스피킹 140/레벨6,"한국사검정시험: 고급, 컴퓨터활용능력: 1급, 기타: 전기기사, 전기공사기사",,사회생활 경험:
2020 하반기,전남테크노파크,지방대 / 정보통신공학과 / 학점 4.21/4.5 / 빅데이터분석 / 기타: 무선설비기사,지방대,지방대,정보통신공학과,공학,,기타: 무선설비기사,,빅데이터분석
2021 상반기,OK금융그룹,"한양대 에리카 / 컴퓨터공학과 / 학점 3.44/4.5 / 토익: 920, 토익스피킹: , 오픽: IH, 기타: / 사회생활 경험: 대기업 인턴, 해외 인턴, 연구원 / 10회 / 한국사검정시험: 고급, 컴퓨터활용능력: 1급, 기타:",한양대 에리카,인서울,컴퓨터공학과,공학,"TOEIC 920, OPIc IH, 토익스피킹 ","한국사검정시험: 고급, 컴퓨터활용능력: 1급, 기타:","사회생활 경험: 대기업 인턴, 해외 인턴, 연구원",10회
2020 하반기,소상공인시장진흥공단,부경대 / 산업공학과 / 학점 3.26 / 사회생활 경험: 한국가스안전공사 5개월 / 컴퓨터활용능력: 1급,부경대,지방대,산업공학과,공학,,컴퓨터활용능력: 1급,,사회생활 경험: 한국가스안전공사 5개월
2019 상반기,SK하이닉스,"지거국 / 화학공학과 / 학점 3.78 / 오픽 IL / 현대차 정몽구 재단 교육재능기부 공모전 동상, 과기부 산하 연구소 15개월 근무",지거국,지방대,화학공학과,공학,OPIc IL,,,"현대차 정몽구 재단 교육재능기부 공모전 동상, 과기부 산하 연구소 15개월 근무"
2018 상반기,한화케미칼,,,기타,,,,,,
2019 하반기,한국수자원공사,인하대학교 / 학점 3.47 / 오픽 ih / 한국전력공사 체험형 인턴 (2019상반기) / 전기기사 / 전기공사기사 컴퓨터활용능력 1급,인하대학교,지방대,학점 3.47,기타,OPIc ih,전기기사 / 전기공사기사 컴퓨터활용능력 1급,한국전력공사 체험형 인턴 (2019상반기),
