원본행,기간,회사,직무,zeroshot_input,직무_대분류,직무_중분류,직무_소분류,분류확신도,검토메모,링크
6267,2017 상반기,대원제약,ETC MR,회사: 대원제약 | 직무: ETC MR | 유형: -,기타,일반·미분류,"일반직, 인턴, 직무 미상",중,,https://linkareer.com/cover-letter/20105?page=317&sort=RECENT_SCRAP_COUNT&tab=all
6268,2016 하반기,CJ프레시안,인테리어,회사: CJ프레시안 | 직무: 인테리어 | 유형: -,기타,일반·미분류,"일반직, 인턴, 직무 미상",중,,https://linkareer.com/cover-letter/19157?page=317&sort=RECENT_SCRAP_COUNT&tab=all
6269,2022 하반기,다우기술,마케팅_그룹웨어 서비스 마케팅,"회사: 다우기술 | 직무: 마케팅_그룹웨어 서비스 마케팅 | 유형: 신입, 중견기업",마케팅·광고,브랜드 마케팅,"브랜드 전략, 캠페인",중,,https://linkareer.com/cover-letter/33292?page=317&sort=RECENT_SCRAP_COUNT&tab=all
6270,2019 상반기,주택도시보증공사,행정,회사: 주택도시보증공사 | 직무: 행정 | 유형: 공기업,공공·행정,공공행정,"공공기관, 정책, 일반행정",상,,https://linkareer.com/cover-letter/24212?page=317&sort=RECENT_SCRAP_COUNT&tab=all
6271,2024 상반기,아성다이소,아성HMP_품질관리,"회사: 아성다이소 | 직무: 아성HMP_품질관리 | 유형: 중견기업, 신입",생산·품질,품질관리,"QA, QC",상,,https://linkareer.com/cover-letter/34009?page=318&sort=RECENT_SCRAP_COUNT&tab=all
6272,2020 하반기,한국표준과학연구원 국가소재연구데이터센터,국가소재연구데이터센터 소재 연구 데이터 요원,"회사: 한국표준과학연구원 국가소재연구데이터센터 | 직무: 국가소재연구데이터센터 소재 연구 데이터 요원 | 유형: 인턴, 공기업",연구개발,연구원,신기술 연구,상,,https://linkareer.com/cover-letter/25259?page=318&sort=RECENT_SCRAP_COUNT&tab=all
6273,2022 상반기,서울디지털재단,비서총무,"회사: 서울디지털재단 | 직무: 비서총무 | 유형: 신입, 공기업",경영·사무,총무,"자산관리, 문서관리",중,,https://linkareer.com/cover-letter/31410?page=318&sort=RECENT_SCRAP_COUNT&tab=all
6274,2020 하반기,NH농협,6급 일반관리직,"회사: NH농협 | 직무: 6급 일반관리직 | 유형: 신입, 은행권",경영·사무,총무,"자산관리, 문서관리",중,,https://linkareer.com/cover-letter/26136?page=318&sort=RECENT_SCRAP_COUNT&tab=all
6275,2018 하반기,한국투자공사,일반,"회사: 한국투자공사 | 직무: 일반 | 유형: 인턴, 공기업",금융,금융일반,"은행, 증권, 보험, 카드, 여신",중,,https://linkareer.com/cover-letter/24061?page=318&sort=RECENT_SCRAP_COUNT&tab=all
6276,2021 상반기,나래에너지서비스,발전소 운전/정비,"회사: 나래에너지서비스 | 직무: 발전소 운전/정비 | 유형: 중견기업, 신입",서비스,매장·현장 서비스,"현장 운영, 서비스 관리",중,,https://linkareer.com/cover-letter/29769?page=318&sort=RECENT_SCRAP_COUNT&tab=all
6277,2020 상반기,아이디스,네트워크관리,"회사: 아이디스 | 직무: 네트워크관리 | 유형: 신입, 중견기업",IT·개발,클라우드·인프라,"AWS, Azure, DevOps, Kubernetes",중,,https://linkareer.com/cover-letter/24827?page=318&sort=RECENT_SCRAP_COUNT&tab=all
6278,2018 하반기,LF,영업관리,회사: LF | 직무: 영업관리 | 유형: -,영업·고객관리,B2B 영업,기업영업,중,,https://linkareer.com/cover-letter/19064?page=318&sort=RECENT_SCRAP_COUNT&tab=all
6279,2020 상반기,한국철도공사(코레일),-,회사: 한국철도공사(코레일) | 직무: - | 유형: 공기업,공공·행정,공공행정,"공공기관, 정책, 일반행정",중,,https://linkareer.com/cover-letter/24157?page=318&sort=RECENT_SCRAP_COUNT&tab=all
6280,2019 하반기,한국수력원자력,전기,회사: 한국수력원자력 | 직무: 전기 | 유형: 공기업,연구개발,전기·전자·반도체,"전기, 전자, 반도체, 회로, 소자",중,,https://linkareer.com/cover-letter/23759?page=318&sort=RECENT_SCRAP_COUNT&tab=all
6281,2018 상반기,삼성전자,반도체 연구소 공정개발,회사: 삼성전자 | 직무: 반도체 연구소 공정개발 | 유형: 대기업,연구개발,전기·전자·반도체,"전기, 전자, 반도체, 회로, 소자",상,,https://linkareer.com/cover-letter/21218?page=318&sort=RECENT_SCRAP_COUNT&tab=all
6282,2021 상반기,주택도시보증공사,사무직,"회사: 주택도시보증공사 | 직무: 사무직 | 유형: 공기업, 신입",경영·사무,총무,"자산관리, 문서관리",중,,https://linkareer.com/cover-letter/28308?page=318&sort=RECENT_SCRAP_COUNT&tab=all
6283,2018 상반기,삼성전자,SR 인턴,"회사: 삼성전자 | 직무: SR 인턴 | 유형: 대기업, 인턴",연구개발,전기·전자·반도체,"전기, 전자, 반도체, 회로, 소자",중,,https://linkareer.com/cover-letter/17447?page=318&sort=RECENT_SCRAP_COUNT&tab=all
6284,2021 상반기,한국철도공사(코레일),사무,회사: 한국철도공사(코레일) | 직무: 사무 | 유형: 공기업,경영·사무,총무,"자산관리, 문서관리",중,,https://linkareer.com/cover-letter/29295?page=318&sort=RECENT_SCRAP_COUNT&tab=all
6285,2019 하반기,양성평등교육진흥원,행정,"회사: 양성평등교육진흥원 | 직무: 행정 | 유형: 인턴, 공기업",공공·행정,공공행정,"공공기관, 정책, 일반행정",상,,https://linkareer.com/cover-letter/24316?page=318&sort=RECENT_SCRAP_COUNT&tab=all
6286,2019 상반기,삼성전자,SW개발,"회사: 삼성전자 | 직무: SW개발 | 유형: 인턴, 대기업",IT·개발,백엔드 개발,"Java, Spring, Node.js, Python, API 개발",상,,https://linkareer.com/cover-letter/23594?page=318&sort=RECENT_SCRAP_COUNT&tab=all
6287,2019 상반기,한화생명,경영 지원,회사: 한화생명 | 직무: 경영 지원 | 유형: 대기업,기타,일반·미분류,"일반직, 인턴, 직무 미상",하,키워드 미매칭,https://linkareer.com/cover-letter/17661?page=318&sort=RECENT_SCRAP_COUNT&tab=all
6288,2019 하반기,건설근로자공제회,일반행정,회사: 건설근로자공제회 | 직무: 일반행정 | 유형: 공기업,공공·행정,공공행정,"공공기관, 정책, 일반행정",상,,https://linkareer.com/cover-letter/24418?page=318&sort=RECENT_SCRAP_COUNT&tab=all
6289,2024 상반기,E1,엔지니어,"회사: E1 | 직무: 엔지니어 | 유형: 인턴, 대기업",엔지니어링,장비 엔지니어,"Customer Engineer, Field Engineer",중,,https://linkareer.com/cover-letter/34556?page=318&sort=RECENT_SCRAP_COUNT&tab=all
6290,2020 하반기,새마을금고,일반직 6급,"회사: 새마을금고 | 직무: 일반직 6급 | 유형: 신입, 은행권",기타,일반·미분류,"일반직, 인턴, 직무 미상",상,,https://linkareer.com/cover-letter/26302?page=318&sort=RECENT_SCRAP_COUNT&tab=all
6291,2018 하반기,아시아나 항공,일반직,회사: 아시아나 항공 | 직무: 일반직 | 유형: 대기업,기타,일반·미분류,"일반직, 인턴, 직무 미상",상,,https://linkareer.com/cover-letter/12024?page=319&sort=RECENT_SCRAP_COUNT&tab=all
6292,2020 하반기,서울시설공단,전산,"회사: 서울시설공단 | 직무: 전산 | 유형: 신입, 공기업",공공·행정,공공행정,"공공기관, 정책, 일반행정",중,,https://linkareer.com/cover-letter/24690?page=319&sort=RECENT_SCRAP_COUNT&tab=all
6293,2020 하반기,국가철도공단,건축,"회사: 국가철도공단 | 직무: 건축 | 유형: 신입, 공기업",건설·환경,건축·토목,"건축, 토목, 플랜트, BIM",중,,https://linkareer.com/cover-letter/24853?page=319&sort=RECENT_SCRAP_COUNT&tab=all
6294,2021 상반기,한국남동발전,발전기계,"회사: 한국남동발전 | 직무: 발전기계 | 유형: 공기업, 신입",연구개발,전기·전자·반도체,"전기, 전자, 반도체, 회로, 소자",중,,https://linkareer.com/cover-letter/29016?page=319&sort=RECENT_SCRAP_COUNT&tab=all
6295,2022 상반기,엠소닉,기계,"회사: 엠소닉 | 직무: 기계 | 유형: 신입, 중소기업/스타트업",연구개발,기계·항공,"기계, 항공우주, 기구",중,,https://linkareer.com/cover-letter/31590?page=319&sort=RECENT_SCRAP_COUNT&tab=all
6296,2020 상반기,육아정책연구소,-,"회사: 육아정책연구소 | 직무: - | 유형: 인턴, 공기업",공공·행정,공공행정,"공공기관, 정책, 일반행정",상,,https://linkareer.com/cover-letter/24344?page=319&sort=RECENT_SCRAP_COUNT&tab=all
6297,2021 하반기,한국농어촌공사,토목,"회사: 한국농어촌공사 | 직무: 토목 | 유형: 공기업, 신입",건설·환경,건축·토목,"건축, 토목, 플랜트, BIM",중,,https://linkareer.com/cover-letter/29805?page=319&sort=RECENT_SCRAP_COUNT&tab=all
6298,2020 하반기,제주국제자유도시개발센터,일반행정,"회사: 제주국제자유도시개발센터 | 직무: 일반행정 | 유형: 신입, 공기업",공공·행정,공공행정,"공공기관, 정책, 일반행정",상,,https://linkareer.com/cover-letter/24811?page=319&sort=RECENT_SCRAP_COUNT&tab=all
6299,2021 상반기,대전광역시시설관리공단,일반직-토목8급,"회사: 대전광역시시설관리공단 | 직무: 일반직-토목8급 | 유형: 공기업, 신입",기타,일반·미분류,"일반직, 인턴, 직무 미상",상,,https://linkareer.com/cover-letter/28913?page=319&sort=RECENT_SCRAP_COUNT&tab=all
6300,2020 상반기,한국철도공사(코레일),사무,회사: 한국철도공사(코레일) | 직무: 사무 | 유형: 공기업,경영·사무,총무,"자산관리, 문서관리",중,,https://linkareer.com/cover-letter/24089?page=319&sort=RECENT_SCRAP_COUNT&tab=all
6301,2020 하반기,LG이노텍,광학솔루션 - 생산기술,"회사: LG이노텍 | 직무: 광학솔루션 - 생산기술 | 유형: 인턴, 대기업",생산·품질,생산관리,제조 운영,상,,https://linkareer.com/cover-letter/25186?page=319&sort=RECENT_SCRAP_COUNT&tab=all
6302,2016 하반기,CJ올리브네트웍스,DBA,회사: CJ올리브네트웍스 | 직무: DBA | 유형: 대기업,기타,일반·미분류,"일반직, 인턴, 직무 미상",하,키워드 미매칭,https://linkareer.com/cover-letter/21609?page=319&sort=RECENT_SCRAP_COUNT&tab=all
6303,2019 상반기,한국공항공사,기계,회사: 한국공항공사 | 직무: 기계 | 유형: 공기업,연구개발,기계·항공,"기계, 항공우주, 기구",상,,https://linkareer.com/cover-letter/24546?page=319&sort=RECENT_SCRAP_COUNT&tab=all
6304,2022 상반기,현대캐피탈,인사,"회사: 현대캐피탈 | 직무: 인사 | 유형: 대기업, 신입",경영·사무,인사,"채용, 교육, 조직관리",중,,https://linkareer.com/cover-letter/32805?page=319&sort=RECENT_SCRAP_COUNT&tab=all
6305,2020 상반기,IBK기업은행,은행원 (일반),"회사: IBK기업은행 | 직무: 은행원 (일반) | 유형: 신입, 은행권",금융,금융일반,"은행, 증권, 보험, 카드, 여신",중,,https://linkareer.com/cover-letter/26535?page=319&sort=RECENT_SCRAP_COUNT&tab=all
6306,2020 상반기,한국농수산식품유통공사,회계직,"회사: 한국농수산식품유통공사 | 직무: 회계직 | 유형: 인턴, 공기업",경영·사무,재무·회계,"회계, 세무, 재무관리",중,,https://linkareer.com/cover-letter/24971?page=319&sort=RECENT_SCRAP_COUNT&tab=all
6307,2019 상반기,한국마사회,사무,회사: 한국마사회 | 직무: 사무 | 유형: 공기업,경영·사무,총무,"자산관리, 문서관리",중,,https://linkareer.com/cover-letter/24242?page=319&sort=RECENT_SCRAP_COUNT&tab=all
6308,2020 하반기,코나아이,R&D 부문 서버개발,"회사: 코나아이 | 직무: R&D 부문 서버개발 | 유형: 신입, 중견기업",IT·개발,백엔드 개발,"Java, Spring, Node.js, Python, API 개발",상,,https://linkareer.com/cover-letter/26566?page=319&sort=RECENT_SCRAP_COUNT&tab=all
6309,2020 하반기,중소벤처기업진흥공단,계약직,"회사: 중소벤처기업진흥공단 | 직무: 계약직 | 유형: 인턴, 공기업",공공·행정,공공행정,"공공기관, 정책, 일반행정",중,,https://linkareer.com/cover-letter/25823?page=319&sort=RECENT_SCRAP_COUNT&tab=all
6310,2020 상반기,IBK기업은행,금융영업,"회사: IBK기업은행 | 직무: 금융영업 | 유형: 신입, 은행권",금융,금융일반,"은행, 증권, 보험, 카드, 여신",상,,https://linkareer.com/cover-letter/26128?page=319&sort=RECENT_SCRAP_COUNT&tab=all
6311,2020 상반기,주택관리공단 인천지사,기술직,"회사: 주택관리공단 인천지사 | 직무: 기술직 | 유형: 인턴, 공기업",엔지니어링,장비 엔지니어,"Customer Engineer, Field Engineer",중,,https://linkareer.com/cover-letter/26074?page=320&sort=RECENT_SCRAP_COUNT&tab=all
6312,2020 하반기,(주)한글라스,영업지원,"회사: (주)한글라스 | 직무: 영업지원 | 유형: 중견기업, 신입",영업·고객관리,B2B 영업,기업영업,중,,https://linkareer.com/cover-letter/29108?page=320&sort=RECENT_SCRAP_COUNT&tab=all
6313,2020 하반기,효성중공업,건설 전기시공,"회사: 효성중공업 | 직무: 건설 전기시공 | 유형: 신입, 대기업",연구개발,전기·전자·반도체,"전기, 전자, 반도체, 회로, 소자",중,,https://linkareer.com/cover-letter/25450?page=320&sort=RECENT_SCRAP_COUNT&tab=all
6314,2021 상반기,NH농협은행,6급 서울 일반,"회사: NH농협은행 | 직무: 6급 서울 일반 | 유형: 은행권, 신입",금융,금융일반,"은행, 증권, 보험, 카드, 여신",중,,https://linkareer.com/cover-letter/32467?page=320&sort=RECENT_SCRAP_COUNT&tab=all
6315,2017 하반기,CJ제일제당,품질,회사: CJ제일제당 | 직무: 품질 | 유형: 대기업,생산·품질,품질관리,"QA, QC",중,,https://linkareer.com/cover-letter/20997?page=320&sort=RECENT_SCRAP_COUNT&tab=all
6316,2019 하반기,국민건강보험공단,사무행정,회사: 국민건강보험공단 | 직무: 사무행정 | 유형: 공기업,경영·사무,총무,"자산관리, 문서관리",상,,https://linkareer.com/cover-letter/23664?page=320&sort=RECENT_SCRAP_COUNT&tab=all
6317,2020 하반기,한국산업인력공단,일반행정,"회사: 한국산업인력공단 | 직무: 일반행정 | 유형: 신입, 공기업",공공·행정,공공행정,"공공기관, 정책, 일반행정",상,,https://linkareer.com/cover-letter/24700?page=320&sort=RECENT_SCRAP_COUNT&tab=all
6318,2023 상반기,서울시복지재단,일반행정(회계),"회사: 서울시복지재단 | 직무: 일반행정(회계) | 유형: 공기업, 신입",공공·행정,공공행정,"공공기관, 정책, 일반행정",상,,https://linkareer.com/cover-letter/34768?page=320&sort=RECENT_SCRAP_COUNT&tab=all
6319,2019 하반기,한국중부발전,발전화학,회사: 한국중부발전 | 직무: 발전화학 | 유형: 공기업,연구개발,연구원,신기술 연구,중,,https://linkareer.com/cover-letter/24237?page=320&sort=RECENT_SCRAP_COUNT&tab=all
6320,2020 하반기,한국열린사이버대학교,입학처 입학관리,"회사: 한국열린사이버대학교 | 직무: 입학처 입학관리 | 유형: 신입, 공기업",공공·행정,공공행정,"공공기관, 정책, 일반행정",중,,https://linkareer.com/cover-letter/25040?page=320&sort=RECENT_SCRAP_COUNT&tab=all
6321,2021 하반기,공무원연금공단,사무 5급,"회사: 공무원연금공단 | 직무: 사무 5급 | 유형: 공기업, 신입",경영·사무,총무,"자산관리, 문서관리",중,,https://linkareer.com/cover-letter/30034?page=320&sort=RECENT_SCRAP_COUNT&tab=all
6322,2022 상반기,비전플러스,R&D,"회사: 비전플러스 | 직무: R&D | 유형: 중소기업/스타트업, 신입",연구개발,연구원,신기술 연구,중,,https://linkareer.com/cover-letter/30135?page=320&sort=RECENT_SCRAP_COUNT&tab=all
6323,2019 상반기,롯데케미칼,연구개발,회사: 롯데케미칼 | 직무: 연구개발 | 유형: 대기업,연구개발,연구원,신기술 연구,상,,https://linkareer.com/cover-letter/22618?page=320&sort=RECENT_SCRAP_COUNT&tab=all
6324,2018 하반기,한국 콜마,임상,회사: 한국 콜마 | 직무: 임상 | 유형: -,기타,일반·미분류,"일반직, 인턴, 직무 미상",중,,https://linkareer.com/cover-letter/12232?page=320&sort=RECENT_SCRAP_COUNT&tab=all
6325,2019 하반기,한국보건산업진흥원,경영관리기획,회사: 한국보건산업진흥원 | 직무: 경영관리기획 | 유형: 공기업,경영·사무,기획,"사업기획, 전략기획",상,,https://linkareer.com/cover-letter/23893?page=320&sort=RECENT_SCRAP_COUNT&tab=all
6326,2022 상반기,대한전선,엔지니어,"회사: 대한전선 | 직무: 엔지니어 | 유형: 신입, 중견기업",엔지니어링,장비 엔지니어,"Customer Engineer, Field Engineer",중,,https://linkareer.com/cover-letter/31593?page=320&sort=RECENT_SCRAP_COUNT&tab=all
